lon,lat,age (Ma),label,source
141.2265,31.8742,8.030000000000001,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,3.030000000000001,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,-1.9699999999999989,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,23.03,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,18.03,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,13.03,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,8.030000000000001,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,3.030000000000001,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,-1.9699999999999989,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,23.03,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,18.03,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,13.03,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,8.030000000000001,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,3.030000000000001,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,-1.9699999999999989,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,23.03,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,18.03,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,13.03,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,8.030000000000001,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,3.030000000000001,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
141.2265,31.8742,-1.9699999999999989,negative,"PEARCE J. A., VAN DER LAAN S. R., ARCULUS R. J., MURTON B. J., ISHII T., PEATE D. W., PARKINSON I. J.:    BONINITE AND HARZBURGITE FROM LEG 125 (BONIN-MARIANA FOREARC): A CASE STUDY OF MAGMA GENESIS DURING THE INITIAL STAGES OF SUBDUCTION  PROC. OCEAN DRILL. PROGRAM, SCIENT. RESULTS 125   [1992] 623-659    doi: 10.2973/odp.proc.sr.125.172.1992"
142.125685,27.680991,66.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125685,27.680991,61.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125685,27.680991,56.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125685,27.680991,51.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125685,27.680991,46.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125685,27.680991,41.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125685,27.680991,36.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125685,27.680991,31.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125685,27.680991,26.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125685,27.680991,21.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125685,27.680991,66.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125685,27.680991,61.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125685,27.680991,56.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125685,27.680991,51.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125685,27.680991,46.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125685,27.680991,41.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125685,27.680991,36.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125685,27.680991,31.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125685,27.680991,26.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125685,27.680991,21.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125142,27.680764,66.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125142,27.680764,61.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125142,27.680764,56.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125142,27.680764,51.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125142,27.680764,46.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125142,27.680764,41.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125142,27.680764,36.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125142,27.680764,31.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125142,27.680764,26.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.125142,27.680764,21.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.213589,27.495822,66.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.213589,27.495822,61.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.213589,27.495822,56.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.213589,27.495822,51.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.213589,27.495822,46.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.213589,27.495822,41.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.213589,27.495822,36.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.213589,27.495822,31.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.213589,27.495822,26.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.213589,27.495822,21.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.233508,27.114347,66.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.233508,27.114347,61.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.233508,27.114347,56.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.233508,27.114347,51.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.233508,27.114347,46.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.233508,27.114347,41.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.233508,27.114347,36.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.233508,27.114347,31.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.233508,27.114347,26.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.233508,27.114347,21.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
142.232115,27.075577,66.0,negative,"ISHIZUKA O., TAYLOR R. N., UMINO S., KANAYAMA K.:    GEOCHEMICAL EVOLUTION OF ARC AND SLAB FOLLOWING SUBDUCTION INITIATION: A RECORD FROM THE BONIN ISLANDS, JAPAN  J. PETROL. 61 (EGAA050)  [2020]    doi: 10.1093/petrology/egaa050"
